TRAC Assigned Identifier for Individual,State,Detention Facility,Nationality,Gender,Book-In Date,Book-Out Date,Reason for Book-Out
26271,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,14-Nov-12,19-Nov-12,Removed
26634,Illinois ,BROADVIEW SERVICE STAGING ,PAKISTAN ,Male ,26-Sep-12,26-Sep-12,Transferred
26634,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",PAKISTAN ,Male ,26-Sep-12,28-Sep-12,Transferred
26634,Illinois ,CHICAGO HOLD ROOM ,PAKISTAN ,Male ,28-Sep-12,28-Sep-12,Transferred
26634,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",PAKISTAN ,Male ,28-Sep-12,17-Oct-12,Transferred
26634,Illinois ,BROADVIEW SERVICE STAGING ,PAKISTAN ,Male ,17-Oct-12,17-Oct-12,Transferred
26634,Illinois ,JEFFERSON COUNTY JAIL ,PAKISTAN ,Male ,17-Oct-12,7-Nov-12,Transferred
26634,Wisconsin ,KENOSHA COUNTY JAIL ,PAKISTAN ,Male ,7-Nov-12,14-Nov-12,Transferred
26634,Illinois ,CHICAGO HOLD ROOM ,PAKISTAN ,Male ,14-Nov-12,14-Nov-12,Order of supervision
26635,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Oct-12,9-Oct-12,Transferred
26635,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,9-Oct-12,9-Nov-12,Voluntary Return
26636,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,1-Nov-12,2-Nov-12,Transferred
26636,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,2-Nov-12,2-Nov-12,Transferred
26636,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,2-Nov-12,28-Nov-12,Transferred
26636,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,28-Nov-12,28-Nov-12,U.S. Marshals or other agency  
26643,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,6-Nov-12,6-Nov-12,Transferred
26643,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,6-Nov-12,19-Nov-12,Removed
26669,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,17-Oct-12,19-Oct-12,Transferred
26669,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,19-Oct-12,19-Oct-12,Transferred
26669,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,19-Oct-12,28-Nov-12,Transferred
26669,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,28-Nov-12,28-Nov-12,U.S. Marshals or other agency  
27138,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,12-Oct-12,12-Oct-12,Transferred
27138,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,12-Oct-12,24-Oct-12,Transferred
27138,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,24-Oct-12,24-Oct-12,Transferred
27138,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,24-Oct-12,2-Nov-12,Transferred
27138,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,2-Nov-12,2-Nov-12,Transferred
27138,Louisiana ,JENA/LASALLE DETENTION FACILITY ,HONDURAS ,Male ,2-Nov-12,9-Nov-12,Removed
27174,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Oct-12,9-Oct-12,Transferred
27174,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,9-Oct-12,19-Oct-12,Transferred
27174,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,19-Oct-12,19-Oct-12,Transferred
27174,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,19-Oct-12,22-Oct-12,Transferred
27174,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
27174,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,22-Oct-12,24-Oct-12,Transferred
27174,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,24-Oct-12,24-Oct-12,Transferred
27174,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,24-Oct-12,13-Nov-12,Removed
27420,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,11-Oct-12,2-Nov-12,Removed
27562,Illinois ,ELGIN POLICE DEPT. JAIL ,MEXICO ,Male ,15-Nov-12,16-Nov-12,Transferred
27562,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,16-Nov-12,16-Nov-12,Transferred
27562,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,16-Nov-12,30-Nov-12,Transferred
27562,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
27695,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,7-Nov-12,7-Nov-12,Transferred
27695,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,7-Nov-12,19-Nov-12,Removed
27698,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,10-Oct-12,10-Oct-12,Transferred
27698,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,10-Oct-12,11-Oct-12,Transferred
27698,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,11-Oct-12,11-Oct-12,Transferred
27698,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,11-Oct-12,26-Oct-12,Transferred
27698,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,26-Oct-12,26-Oct-12,Transferred
27698,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,26-Oct-12,6-Nov-12,Transferred
27698,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,6-Nov-12,6-Nov-12,U.S. Marshals or other agency  
27766,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Oct-12,30-Oct-12,Transferred
27766,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,30-Oct-12,6-Nov-12,Removed
27774,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,13-Nov-12,13-Nov-12,Transferred
27774,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,13-Nov-12,19-Nov-12,Transferred
27774,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,19-Nov-12,19-Nov-12,Transferred
27774,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,19-Nov-12,30-Nov-12,Transferred
27774,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
27842,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Female ,7-Nov-12,7-Nov-12,Transferred
27842,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Female ,7-Nov-12,16-Nov-12,Transferred
27842,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Female ,16-Nov-12,16-Nov-12,Transferred
27842,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Female ,16-Nov-12,27-Nov-12,Removed
27950,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,23-Oct-12,23-Oct-12,Transferred
27950,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,23-Oct-12,25-Oct-12,Processing Disposition Changed Locally
27950,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,25-Oct-12,29-Oct-12,U.S. Marshals or other agency  
27950,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,29-Oct-12,23-Nov-12,Removed
28375,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
28375,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,15-Nov-12,23-Nov-12,Removed
28448,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,26-Oct-12,26-Oct-12,Transferred
28448,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,26-Oct-12,13-Nov-12,Removed
28453,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,1-Oct-12,22-Oct-12,Transferred
28453,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,22-Oct-12,22-Oct-12,Transferred
28453,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,22-Oct-12,9-Nov-12,Transferred
28453,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,9-Nov-12,9-Nov-12,Transferred
28453,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,9-Nov-12,21-Nov-12,Removed
28458,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Transferred
28458,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,8-Nov-12,13-Nov-12,Removed
28519,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,31-Oct-12,31-Oct-12,Transferred
28519,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,31-Oct-12,16-Nov-12,U.S. Marshals or other agency  
28809,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,7-Nov-12,23-Nov-12,Removed
28970,Illinois ,ELGIN POLICE DEPT. JAIL ,JORDAN ,Male ,12-Aug-12,13-Aug-12,Transferred
28970,Illinois ,BROADVIEW SERVICE STAGING ,JORDAN ,Male ,13-Aug-12,13-Aug-12,Transferred
28970,Illinois ,JEFFERSON COUNTY JAIL ,JORDAN ,Male ,13-Aug-12,15-Sep-12,Transferred
28970,Illinois ,TRI-COUNTY JAIL ,JORDAN ,Male ,15-Sep-12,16-Nov-12,Transferred
28970,Illinois ,CHICAGO HOLD ROOM ,JORDAN ,Male ,16-Nov-12,16-Nov-12,Bonded Out
28972,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,12-Oct-12,15-Oct-12,Transferred
28972,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,15-Oct-12,15-Oct-12,Transferred
28972,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,15-Oct-12,13-Nov-12,Removed
28976,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,19-Oct-12,22-Oct-12,Transferred
28976,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
28976,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,22-Oct-12,27-Nov-12,Removed
28981,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,6-Nov-12,6-Nov-12,Transferred
28981,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,6-Nov-12,23-Nov-12,Removed
28982,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,13-Nov-12,13-Nov-12,Transferred
28982,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,13-Nov-12,19-Nov-12,Removed
28983,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Order of recognizance
28985,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,7-Nov-12,7-Nov-12,Transferred
28985,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,7-Nov-12,8-Nov-12,Transferred
28985,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Transferred
28985,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,8-Nov-12,23-Nov-12,Removed
28990,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,20-Nov-12,21-Nov-12,Transferred
28990,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,21-Nov-12,21-Nov-12,Transferred
28990,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,21-Nov-12,30-Nov-12,Transferred
28990,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
29108,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Female ,27-Nov-12,27-Nov-12,Transferred
29108,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Female ,27-Nov-12,30-Nov-12,Transferred
29108,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Female ,30-Nov-12,30-Nov-12,Removed
29386,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,5-Nov-12,U.S. Marshals or other agency  
29386,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Transferred
29386,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Transferred
29386,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,5-Nov-12,9-Nov-12,Removed
29410,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,25-Oct-12,25-Oct-12,Transferred
29410,Illinois ,JEFFERSON COUNTY JAIL ,HONDURAS ,Male ,25-Oct-12,2-Nov-12,Transferred
29410,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,2-Nov-12,2-Nov-12,Transferred
29410,Wisconsin ,KENOSHA COUNTY JAIL ,HONDURAS ,Male ,2-Nov-12,5-Nov-12,Transferred
29410,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,5-Nov-12,5-Nov-12,U.S. Marshals or other agency  
29676,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Transferred
29676,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,5-Nov-12,7-Nov-12,Transferred
29676,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,7-Nov-12,7-Nov-12,Transferred
29676,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,7-Nov-12,14-Nov-12,Transferred
29676,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,14-Nov-12,14-Nov-12,Transferred
29676,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,14-Nov-12,19-Nov-12,Removed
29795,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,9-Nov-12,16-Nov-12,Removed
29945,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,20-Sep-12,20-Sep-12,Transferred
29945,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,20-Sep-12,9-Nov-12,Transferred
29945,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Nov-12,9-Nov-12,U.S. Marshals or other agency  
29951,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,9-Nov-12,14-Nov-12,Transferred
29951,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,14-Nov-12,14-Nov-12,Transferred
29951,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,14-Nov-12,23-Nov-12,Removed
30312,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,27-Nov-12,27-Nov-12,Transferred
30312,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,27-Nov-12,30-Nov-12,Transferred
30312,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Bonded Out
30856,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,7-Nov-12,8-Nov-12,Transferred
30856,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Transferred
30856,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,8-Nov-12,19-Nov-12,Removed
31385,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,15-Oct-12,15-Oct-12,Transferred
31385,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,15-Oct-12,16-Oct-12,Transferred
31385,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,16-Oct-12,16-Oct-12,Transferred
31385,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,16-Oct-12,2-Nov-12,Transferred
31385,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,2-Nov-12,2-Nov-12,Transferred
31385,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,2-Nov-12,16-Nov-12,Transferred
31385,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,16-Nov-12,16-Nov-12,Transferred
31385,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,17-Nov-12,21-Nov-12,Removed
31803,Illinois ,CHICAGO HOLD ROOM ,TAJIKISTAN ,Male ,1-Nov-12,1-Nov-12,Transferred
31803,Illinois ,JEFFERSON COUNTY JAIL ,TAJIKISTAN ,Male ,1-Nov-12,7-Nov-12,Transferred
31803,Illinois ,BROADVIEW SERVICE STAGING ,TAJIKISTAN ,Male ,7-Nov-12,7-Nov-12,Transferred
31803,Illinois ,MCHENRY COUNTY SHERIFF'S ,TAJIKISTAN ,Male ,7-Nov-12,8-Nov-12,Transferred
31803,Illinois ,CHICAGO HOLD ROOM ,TAJIKISTAN ,Male ,8-Nov-12,8-Nov-12,Transferred
31803,Illinois ,MCHENRY COUNTY SHERIFF'S ,TAJIKISTAN ,Male ,8-Nov-12,14-Nov-12,Transferred
31803,Illinois ,CHICAGO HOLD ROOM ,TAJIKISTAN ,Male ,14-Nov-12,14-Nov-12,Order of supervision
31989,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,31-Oct-12,31-Oct-12,Transferred
31989,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,31-Oct-12,13-Nov-12,Removed
32953,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,2-Nov-12,2-Nov-12,Transferred
32953,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,19-Nov-12,Removed
33220,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,21-Aug-12,22-Aug-12,Transferred
33220,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,22-Aug-12,22-Aug-12,Transferred
33220,Wisconsin ,KENOSHA COUNTY JAIL ,GUATEMALA ,Male ,22-Aug-12,28-Aug-12,Transferred
33220,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,28-Aug-12,28-Aug-12,Transferred
33220,Wisconsin ,KENOSHA COUNTY JAIL ,GUATEMALA ,Male ,28-Aug-12,1-Oct-12,Transferred
33220,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,1-Oct-12,1-Oct-12,Transferred
33220,Wisconsin ,KENOSHA COUNTY JAIL ,GUATEMALA ,Male ,1-Oct-12,18-Oct-12,Transferred
33220,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,18-Oct-12,18-Oct-12,Transferred
33220,Illinois ,JEFFERSON COUNTY JAIL ,GUATEMALA ,Male ,18-Oct-12,19-Oct-12,Transferred
33220,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,19-Oct-12,19-Oct-12,Transferred
33220,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,19-Oct-12,9-Nov-12,Transferred
33220,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,9-Nov-12,9-Nov-12,Transferred
33220,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,9-Nov-12,16-Nov-12,Transferred
33220,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,16-Nov-12,16-Nov-12,Transferred
33220,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,17-Nov-12,21-Nov-12,Removed
33242,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,31-Oct-12,1-Nov-12,Transferred
33242,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,1-Nov-12,1-Nov-12,Transferred
33242,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,1-Nov-12,6-Nov-12,Removed
34485,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,29-Oct-12,30-Oct-12,Transferred
34485,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Oct-12,30-Oct-12,Transferred
34485,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,30-Oct-12,6-Nov-12,Removed
34490,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
34490,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,16-Nov-12,Removed
34491,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,2-Nov-12,2-Nov-12,Transferred
34491,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,13-Nov-12,Removed
34492,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
34492,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,16-Nov-12,Removed
34493,Illinois ,CHICAGO HOLD ROOM ,NICARAGUA ,Male ,28-Aug-12,28-Aug-12,Transferred
34493,Illinois ,TRI-COUNTY JAIL ,NICARAGUA ,Male ,28-Aug-12,9-Nov-12,Transferred
34493,Illinois ,BROADVIEW SERVICE STAGING ,NICARAGUA ,Male ,9-Nov-12,9-Nov-12,Transferred
34493,Illinois ,JEFFERSON COUNTY JAIL ,NICARAGUA ,Male ,9-Nov-12,23-Nov-12,Transferred
34493,Illinois ,BROADVIEW SERVICE STAGING ,NICARAGUA ,Male ,23-Nov-12,23-Nov-12,Transferred
34493,Louisiana ,JENA/LASALLE DETENTION FACILITY ,NICARAGUA ,Male ,23-Nov-12,26-Nov-12,Transferred
34493,New Mexico ,OTERO CO PROCESSING CENTER ,NICARAGUA ,Male ,26-Nov-12,28-Nov-12,Removed
34499,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,5-Nov-12,Transferred
34499,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Transferred
34499,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,5-Nov-12,13-Nov-12,Removed
34507,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,20-Nov-12,21-Nov-12,Transferred
34507,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,21-Nov-12,21-Nov-12,Transferred
34507,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,21-Nov-12,27-Nov-12,Removed
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,21-Mar-12,21-Mar-12,Transferred
34512,Illinois ,JEFFERSON COUNTY JAIL ,CHILE ,Female ,21-Mar-12,29-Mar-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,29-Mar-12,29-Mar-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,29-Mar-12,12-Apr-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,12-Apr-12,12-Apr-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,12-Apr-12,17-Apr-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,17-Apr-12,17-Apr-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,17-Apr-12,23-Apr-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,23-Apr-12,23-Apr-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,23-Apr-12,5-Jun-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,5-Jun-12,5-Jun-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,5-Jun-12,26-Jun-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,26-Jun-12,26-Jun-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,26-Jun-12,10-Jul-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,10-Jul-12,10-Jul-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,10-Jul-12,18-Jul-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,18-Jul-12,18-Jul-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,18-Jul-12,8-Aug-12,Transferred
34512,Illinois ,BROADVIEW SERVICE STAGING ,CHILE ,Female ,8-Aug-12,8-Aug-12,Transferred
34512,Illinois ,JEFFERSON COUNTY JAIL ,CHILE ,Female ,8-Aug-12,10-Aug-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,10-Aug-12,10-Aug-12,Transferred
34512,Wisconsin ,KENOSHA COUNTY JAIL ,CHILE ,Female ,10-Aug-12,14-Aug-12,Transferred
34512,Illinois ,BROADVIEW SERVICE STAGING ,CHILE ,Female ,14-Aug-12,14-Aug-12,Transferred
34512,Illinois ,JEFFERSON COUNTY JAIL ,CHILE ,Female ,14-Aug-12,16-Aug-12,Transferred
34512,Kentucky ,GRAYSON COUNTY DET. CENTER ,CHILE ,Female ,16-Aug-12,20-Aug-12,Transferred
34512,Kentucky ,BOONE COUNTY JAIL ,CHILE ,Female ,20-Aug-12,11-Oct-12,Transferred
34512,Illinois ,JEFFERSON COUNTY JAIL ,CHILE ,Female ,11-Oct-12,12-Oct-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,12-Oct-12,12-Oct-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,12-Oct-12,16-Oct-12,Transferred
34512,Illinois ,CHICAGO HOLD ROOM ,CHILE ,Female ,16-Oct-12,16-Oct-12,Transferred
34512,Illinois ,MCHENRY COUNTY SHERIFF'S ,CHILE ,Female ,16-Oct-12,26-Oct-12,Transferred
34512,Illinois ,BROADVIEW SERVICE STAGING ,CHILE ,Female ,26-Oct-12,26-Oct-12,Transferred
34512,Illinois ,JEFFERSON COUNTY JAIL ,CHILE ,Female ,26-Oct-12,13-Nov-12,Transferred
34512,Illinois ,BROADVIEW SERVICE STAGING ,CHILE ,Female ,13-Nov-12,13-Nov-12,U.S. Marshals or other agency  
34516,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,20-Aug-12,18-Oct-12,Transferred
34516,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,18-Oct-12,18-Oct-12,Transferred
34516,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,18-Oct-12,22-Oct-12,Transferred
34516,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,22-Oct-12,22-Oct-12,Transferred
34516,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,22-Oct-12,2-Nov-12,Transferred
34516,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,2-Nov-12,2-Nov-12,Transferred
