TRAC Assigned Identifier for Individual,State,Detention Facility,Nationality,Gender,Book-In Date,Book-Out Date,Reason for Book-Out
41425,Illinois ,TRI-COUNTY JAIL ,COLOMBIA ,Male ,17-Aug-12,20-Aug-12,Transferred
41425,Illinois ,CHICAGO HOLD ROOM ,COLOMBIA ,Male ,20-Aug-12,20-Aug-12,Transferred
41425,Illinois ,MCHENRY COUNTY SHERIFF'S ,COLOMBIA ,Male ,20-Aug-12,20-Sep-12,Transferred
41425,Illinois ,BROADVIEW SERVICE STAGING ,COLOMBIA ,Male ,20-Sep-12,20-Sep-12,Transferred
41425,Illinois ,JEFFERSON COUNTY JAIL ,COLOMBIA ,Male ,20-Sep-12,21-Sep-12,Transferred
41425,Illinois ,BROADVIEW SERVICE STAGING ,COLOMBIA ,Male ,21-Sep-12,21-Sep-12,Transferred
41425,Louisiana ,JENA/LASALLE DETENTION FACILITY ,COLOMBIA ,Male ,21-Sep-12,28-Sep-12,Transferred
41425,Illinois ,BROADVIEW SERVICE STAGING ,COLOMBIA ,Male ,28-Sep-12,28-Sep-12,Transferred
41425,Wisconsin ,KENOSHA COUNTY JAIL ,COLOMBIA ,Male ,28-Sep-12,23-Nov-12,Transferred
41425,Illinois ,BROADVIEW SERVICE STAGING ,COLOMBIA ,Male ,23-Nov-12,23-Nov-12,Transferred
41425,Louisiana ,JENA/LASALLE DETENTION FACILITY ,COLOMBIA ,Male ,23-Nov-12,26-Nov-12,Removed
41559,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,2-Nov-12,2-Nov-12,Transferred
41559,Illinois ,JEFFERSON COUNTY JAIL ,GUATEMALA ,Male ,2-Nov-12,9-Nov-12,Transferred
41559,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,9-Nov-12,9-Nov-12,Transferred
41559,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,9-Nov-12,23-Nov-12,Transferred
41559,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,23-Nov-12,23-Nov-12,Transferred
41559,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,23-Nov-12,29-Nov-12,Removed
41562,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,17-Oct-12,18-Oct-12,Transferred
41562,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Oct-12,18-Oct-12,Transferred
41562,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Oct-12,18-Oct-12,Transferred
41562,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,2-Nov-12,Removed
41565,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,16-Nov-12,19-Nov-12,Transferred
41565,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,19-Nov-12,23-Nov-12,Removed
41568,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,2-Nov-12,2-Nov-12,Transferred
41568,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,13-Nov-12,Removed
41632,Illinois ,TRI-COUNTY JAIL ,PERU ,Male ,12-Oct-12,16-Oct-12,Transferred
41632,Illinois ,CHICAGO HOLD ROOM ,PERU ,Male ,16-Oct-12,16-Oct-12,Transferred
41632,Wisconsin ,KENOSHA COUNTY JAIL ,PERU ,Male ,16-Oct-12,22-Oct-12,Transferred
41632,Illinois ,CHICAGO HOLD ROOM ,PERU ,Male ,22-Oct-12,22-Oct-12,Transferred
41632,Wisconsin ,KENOSHA COUNTY JAIL ,PERU ,Male ,22-Oct-12,13-Nov-12,Transferred
41632,Illinois ,BROADVIEW SERVICE STAGING ,PERU ,Male ,13-Nov-12,13-Nov-12,Removed
41843,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,20-Nov-12,20-Nov-12,Transferred
41843,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,20-Nov-12,20-Nov-12,Transferred
41843,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,20-Nov-12,30-Nov-12,Transferred
41843,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Bonded Out
42415,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,29-Oct-12,2-Nov-12,Removed
43066,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,12-Sep-12,24-Oct-12,Transferred
43066,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,24-Oct-12,24-Oct-12,Transferred
43066,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,24-Oct-12,9-Nov-12,Transferred
43066,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,9-Nov-12,9-Nov-12,Transferred
43066,Louisiana ,JENA/LASALLE DETENTION FACILITY ,MEXICO ,Male ,9-Nov-12,16-Nov-12,Removed
43439,Illinois ,ELGIN POLICE DEPT. JAIL ,MEXICO ,Male ,30-Oct-12,31-Oct-12,Transferred
43439,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,31-Oct-12,31-Oct-12,Transferred
43439,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,31-Oct-12,6-Nov-12,Removed
43503,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,5-Jul-12,5-Jul-12,Transferred
43503,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,5-Jul-12,22-Aug-12,Transferred
43503,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,22-Aug-12,22-Aug-12,Transferred
43503,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,22-Aug-12,6-Sep-12,Transferred
43503,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,6-Sep-12,6-Sep-12,Transferred
43503,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,6-Sep-12,26-Sep-12,Transferred
43503,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,26-Sep-12,26-Sep-12,Transferred
43503,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,26-Sep-12,28-Sep-12,Transferred
43503,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,28-Sep-12,28-Sep-12,Transferred
43503,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,28-Sep-12,24-Oct-12,Transferred
43503,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,24-Oct-12,24-Oct-12,Transferred
43503,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,24-Oct-12,9-Nov-12,Transferred
43503,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,9-Nov-12,9-Nov-12,Transferred
43503,Louisiana ,JENA/LASALLE DETENTION FACILITY ,HONDURAS ,Male ,9-Nov-12,16-Nov-12,Removed
43523,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,29-Oct-12,9-Nov-12,Removed
43530,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,15-Oct-12,15-Oct-12,Transferred
43530,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,15-Oct-12,25-Oct-12,Transferred
43530,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,25-Oct-12,25-Oct-12,Transferred
43530,Illinois ,MCHENRY COUNTY SHERIFF'S ,HONDURAS ,Male ,25-Oct-12,26-Oct-12,Transferred
43530,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,26-Oct-12,26-Oct-12,Transferred
43530,Illinois ,TRI-COUNTY JAIL ,HONDURAS ,Male ,26-Oct-12,9-Nov-12,Transferred
43530,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,9-Nov-12,9-Nov-12,Transferred
43530,Louisiana ,JENA/LASALLE DETENTION FACILITY ,HONDURAS ,Male ,9-Nov-12,16-Nov-12,Removed
43542,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,1-Nov-12,1-Nov-12,Transferred
43542,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,1-Nov-12,5-Nov-12,Transferred
43542,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Bonded Out
43552,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,24-Sep-12,24-Sep-12,Transferred
43552,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",HONDURAS ,Male ,24-Sep-12,27-Sep-12,Transferred
43552,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,27-Sep-12,27-Sep-12,Transferred
43552,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",HONDURAS ,Male ,27-Sep-12,17-Oct-12,Transferred
43552,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,17-Oct-12,17-Oct-12,Transferred
43552,Illinois ,JEFFERSON COUNTY JAIL ,HONDURAS ,Male ,17-Oct-12,24-Oct-12,Transferred
43552,Illinois ,CHICAGO HOLD ROOM ,HONDURAS ,Male ,24-Oct-12,24-Oct-12,Transferred
43552,Wisconsin ,KENOSHA COUNTY JAIL ,HONDURAS ,Male ,24-Oct-12,2-Nov-12,Transferred
43552,Illinois ,BROADVIEW SERVICE STAGING ,HONDURAS ,Male ,2-Nov-12,2-Nov-12,Transferred
43552,Louisiana ,JENA/LASALLE DETENTION FACILITY ,HONDURAS ,Male ,2-Nov-12,9-Nov-12,Removed
44037,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,5-Nov-12,Transferred
44037,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,5-Nov-12,5-Nov-12,Transferred
44037,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,5-Nov-12,30-Nov-12,Transferred
44037,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
44038,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
44038,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
44038,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,15-Nov-12,23-Nov-12,Removed
44039,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,16-Nov-12,16-Nov-12,Transferred
44039,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,16-Nov-12,27-Nov-12,Removed
44044,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,9-Oct-12,8-Nov-12,Transferred
44044,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Transferred
44044,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,8-Nov-12,19-Nov-12,Removed
44054,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,15-Oct-12,16-Oct-12,Transferred
44054,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,16-Oct-12,16-Oct-12,Transferred
44054,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,16-Oct-12,6-Nov-12,Removed
44055,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
44055,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,16-Nov-12,Removed
44060,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,23-Oct-12,24-Oct-12,Transferred
44060,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,24-Oct-12,24-Oct-12,Transferred
44060,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,24-Oct-12,16-Nov-12,Removed
44061,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
44061,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,16-Nov-12,23-Nov-12,Removed
44749,Illinois ,JUVENILE FACILITY/HEARTLAND ,HONDURAS ,Female ,9-Oct-12,2-Nov-12,ORR - Office of Refugee Resettlement
44888,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,28-Aug-12,31-Oct-12,Transferred
44888,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,31-Oct-12,31-Oct-12,Transferred
44888,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,31-Oct-12,2-Nov-12,Removed
44889,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,15-Oct-12,30-Oct-12,Transferred
44889,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,30-Oct-12,30-Oct-12,Transferred
44889,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,30-Oct-12,13-Nov-12,Removed
45004,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
45004,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,16-Nov-12,Removed
45039,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,22-Oct-12,Transferred
45039,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
45039,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,22-Oct-12,6-Nov-12,Transferred
45039,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,6-Nov-12,6-Nov-12,Transferred
45039,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,6-Nov-12,19-Nov-12,Transferred
45039,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,19-Nov-12,19-Nov-12,Transferred
45039,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,19-Nov-12,27-Nov-12,Removed
45056,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,22-Oct-12,Transferred
45056,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
45056,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,22-Oct-12,9-Nov-12,Removed
45057,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,22-Oct-12,Transferred
45057,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
45057,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,22-Oct-12,13-Nov-12,Removed
45200,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,3-Jul-12,3-Jul-12,Transferred
45200,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,3-Jul-12,5-Jul-12,Transferred
45200,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,5-Jul-12,5-Jul-12,Transferred
45200,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,5-Jul-12,18-Jul-12,Transferred
45200,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,18-Jul-12,18-Jul-12,Transferred
45200,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,18-Jul-12,3-Aug-12,Transferred
45200,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,3-Aug-12,10-Aug-12,Transferred
45200,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,10-Aug-12,10-Aug-12,Transferred
45200,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,10-Aug-12,20-Sep-12,Transferred
45200,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,20-Sep-12,20-Sep-12,Transferred
45200,Illinois ,JEFFERSON COUNTY JAIL ,GUATEMALA ,Male ,20-Sep-12,2-Nov-12,Transferred
45200,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,2-Nov-12,2-Nov-12,Transferred
45200,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,2-Nov-12,9-Nov-12,Transferred
45200,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,9-Nov-12,9-Nov-12,Transferred
45200,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,9-Nov-12,21-Nov-12,Removed
45688,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,1-Oct-12,1-Oct-12,Transferred
45688,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,1-Oct-12,2-Oct-12,Transferred
45688,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,2-Oct-12,2-Oct-12,Transferred
45688,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,2-Oct-12,2-Nov-12,Transferred
45688,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,2-Nov-12,2-Nov-12,Bonded Out
45689,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
45689,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,22-Oct-12,25-Oct-12,Transferred
45689,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,25-Oct-12,25-Oct-12,Transferred
45689,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,25-Oct-12,13-Nov-12,Removed
45690,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,26-Oct-12,26-Oct-12,Transferred
45690,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,26-Oct-12,2-Nov-12,Removed
45692,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
45692,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,16-Nov-12,Removed
45698,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Transferred
45698,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Nov-12,16-Nov-12,Removed
45700,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Nov-12,9-Nov-12,ATD - Alternatives to Detention
45701,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Transferred
45701,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Order of recognizance
45704,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,22-Dec-11,16-Feb-12,Transferred
45704,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,16-Feb-12,16-Feb-12,Transferred
45704,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,16-Feb-12,7-Mar-12,Transferred
45704,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,7-Mar-12,7-Mar-12,Transferred
45704,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,7-Mar-12,16-Apr-12,Transferred
45704,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,16-Apr-12,16-Apr-12,Transferred
45704,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,16-Apr-12,18-Apr-12,Transferred
45704,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Apr-12,18-Apr-12,Transferred
45704,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,18-Apr-12,11-May-12,Transferred
45704,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,11-May-12,11-May-12,Transferred
45704,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,11-May-12,6-Jun-12,Transferred
45704,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,6-Jun-12,6-Jun-12,Transferred
45704,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,6-Jun-12,6-Nov-12,Removed
45709,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,11-Jun-12,11-Jun-12,Transferred
45709,Illinois ,JEFFERSON COUNTY JAIL ,GUATEMALA ,Male ,11-Jun-12,12-Jun-12,Transferred
45709,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,12-Jun-12,12-Jun-12,Transferred
45709,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,12-Jun-12,19-Jun-12,Transferred
45709,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,19-Jun-12,19-Jun-12,Transferred
45709,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,19-Jun-12,20-Sep-12,Transferred
45709,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,20-Sep-12,20-Sep-12,Transferred
45709,Illinois ,JEFFERSON COUNTY JAIL ,GUATEMALA ,Male ,20-Sep-12,3-Oct-12,Transferred
45709,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,3-Oct-12,3-Oct-12,Transferred
45709,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,3-Oct-12,22-Oct-12,Transferred
45709,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,22-Oct-12,22-Oct-12,Transferred
45709,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,22-Oct-12,26-Oct-12,Transferred
45709,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,26-Oct-12,26-Oct-12,Transferred
45709,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,26-Oct-12,2-Nov-12,Transferred
45709,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,2-Nov-12,2-Nov-12,Transferred
45709,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,2-Nov-12,8-Nov-12,Removed
45713,Illinois ,JEFFERSON COUNTY JAIL ,TRINIDAD AND TOBAGO ,Male ,23-Jan-12,22-Feb-12,Transferred
45713,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,22-Feb-12,22-Feb-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,22-Feb-12,21-Mar-12,Transferred
45713,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,21-Mar-12,21-Mar-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,21-Mar-12,28-Mar-12,Transferred
45713,Illinois ,BROADVIEW SERVICE STAGING ,TRINIDAD AND TOBAGO ,Male ,28-Mar-12,28-Mar-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,28-Mar-12,2-Apr-12,Transferred
45713,Illinois ,BROADVIEW SERVICE STAGING ,TRINIDAD AND TOBAGO ,Male ,2-Apr-12,2-Apr-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,4-Apr-12,4-Apr-12,Transferred
45713,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,4-Apr-12,4-Apr-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,4-Apr-12,11-Apr-12,Transferred
45713,Illinois ,BROADVIEW SERVICE STAGING ,TRINIDAD AND TOBAGO ,Male ,11-Apr-12,11-Apr-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,11-Apr-12,23-May-12,Transferred
45713,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,23-May-12,23-May-12,Transferred
45713,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",TRINIDAD AND TOBAGO ,Male ,23-May-12,12-Sep-12,Transferred
45713,Illinois ,BROADVIEW SERVICE STAGING ,TRINIDAD AND TOBAGO ,Male ,12-Sep-12,12-Sep-12,Transferred
45713,Illinois ,JEFFERSON COUNTY JAIL ,TRINIDAD AND TOBAGO ,Male ,12-Sep-12,14-Sep-12,Transferred
45713,Kentucky ,BOONE COUNTY JAIL ,TRINIDAD AND TOBAGO ,Male ,14-Sep-12,29-Oct-12,Transferred
45713,Illinois ,JEFFERSON COUNTY JAIL ,TRINIDAD AND TOBAGO ,Male ,29-Oct-12,30-Oct-12,Transferred
45713,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,30-Oct-12,30-Oct-12,Transferred
45713,Illinois ,MCHENRY COUNTY SHERIFF'S ,TRINIDAD AND TOBAGO ,Male ,30-Oct-12,26-Nov-12,Transferred
45713,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,26-Nov-12,26-Nov-12,Transferred
45713,Illinois ,MCHENRY COUNTY SHERIFF'S ,TRINIDAD AND TOBAGO ,Male ,26-Nov-12,28-Nov-12,Transferred
45713,Illinois ,BROADVIEW SERVICE STAGING ,TRINIDAD AND TOBAGO ,Male ,28-Nov-12,28-Nov-12,Removed
45716,Illinois ,ELGIN POLICE DEPT. JAIL ,KENYA ,Male ,6-Mar-12,7-Mar-12,Transferred
45716,Illinois ,CHICAGO HOLD ROOM ,KENYA ,Male ,7-Mar-12,7-Mar-12,Transferred
45716,Illinois ,JEFFERSON COUNTY JAIL ,KENYA ,Male ,7-Mar-12,4-Apr-12,Transferred
45716,Illinois ,BROADVIEW SERVICE STAGING ,KENYA ,Male ,4-Apr-12,4-Apr-12,Transferred
45716,Illinois ,MCHENRY COUNTY SHERIFF'S ,KENYA ,Male ,4-Apr-12,29-May-12,Transferred
45716,Illinois ,CHICAGO HOLD ROOM ,KENYA ,Male ,29-May-12,29-May-12,Transferred
45716,Wisconsin ,KENOSHA COUNTY JAIL ,KENYA ,Male ,29-May-12,26-Oct-12,Transferred
45716,Illinois ,BROADVIEW SERVICE STAGING ,KENYA ,Male ,26-Oct-12,26-Oct-12,Transferred
45716,Illinois ,TRI-COUNTY JAIL ,KENYA ,Male ,26-Oct-12,26-Nov-12,Transferred
45716,Illinois ,BROADVIEW SERVICE STAGING ,KENYA ,Male ,26-Nov-12,26-Nov-12,Removed
45718,Illinois ,SANGAMON COUNTY JAIL ,INDIA ,Male ,1-Nov-12,5-Nov-12,Transferred
45718,Illinois ,TRI-COUNTY JAIL ,INDIA ,Male ,5-Nov-12,9-Nov-12,Transferred
45718,Illinois ,CHICAGO HOLD ROOM ,INDIA ,Male ,9-Nov-12,9-Nov-12,Bonded Out
45855,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,4-Sep-12,19-Oct-12,Transferred
45855,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,19-Oct-12,19-Oct-12,Transferred
45855,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,19-Oct-12,24-Oct-12,Transferred
45855,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,24-Oct-12,24-Oct-12,Transferred
45855,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",GUATEMALA ,Male ,24-Oct-12,9-Nov-12,Transferred
